mobile_name,price
Generic Cute Cartoon Anti-fall Phone Case for iPhone 12 pro max Coffee Series Cute Cartoon Coal Ball Animal Cover ,260
NOKIA Nokia 6310 black 4G ,999
"Generic Magnetic Case for iPhone 12, Compatible with Wireless Charging [Silky Touch] [Matte PC Back] TPU Bumper Shockproof Slim Thin Phone - Red ",190
Generic Lazy Neck Hanging Mobile Phone Mount Holder White/Black ,85.80
"Generic Magnetic Case for iPhone 15 pro , Compatible with Wireless Charging [Silky Touch] [Matte PC Back] TPU Bumper Shockproof Slim Thin Phone Case  - Red ",190
"Generic Magnetic Case for iPhone 11 pro , Compatible with Wireless Charging [Silky Touch] [Matte PC Back] TPU Bumper Shockproof Slim Thin Phone - Blue ",190
"Generic Magnetic Case for iPhone 12pro max , Compatible with Wireless Charging [Silky Touch] [Matte PC Back] TPU Bumper Shockproof Slim Thin Phone - light Blue ",190
"Generic Magnetic Case for iPhone 15 pro max, Compatible with Wireless Charging [Silky Touch] [Matte PC Back] TPU Bumper Shockproof Slim Thin Phone Case  - purple ",190
"Generic Magnetic Case for iPhone 11 pro max , Compatible with Wireless Charging [Silky Touch] [Matte PC Back] TPU Bumper Shockproof Slim Thin Phone - light Blue ",190
Generic ELMO3EZZ Luxury PU Leather and Shockproof Mobile Cover with Wood Grain Design for  Reno 3 (Beige) ,120.30
"Samsung Samsung SM-B315E Dual SIM Phone - 2G GSM Network, White ",688
NOKIA 2720 Flip Dual SIM Grey ,"1,999"
NOKIA Nokia 150 Dual Sim Mobile Phone ,710
NOKIA Nokia 105 Blue / Cyan Dual SIM Middle East Edition 2023 ,999
"Generic Dual-Sim Phone, With Wireless Connectivity, A Storage Capacity Of 32 Mb, And Supports 2G ","1,499"
L8STAR BM10 Wireless Dialer Mini Dual SIM Black 32MB RAM 2G ,470
Generic Mini Cell Phone Mini Keyboard Phone Dual-Sim Phone ,799
Hope K19 - 2.4-inch Quad SIM Mobile Phone - Black/Dark Green ,"1,400"
NOKIA 6310 Dual Sim Black 8MB RAM 16MB 2G- Middle East Version ,799
Hope Dual Sim Super Small Phone With Wireless Bluetooth Dialer 550Mah ,470
Generic Mobile Holder For The Car Fixed On The Salon Mirror Is Compatible With All Mobiles Black ,122
"ten.tech Ten tech Magnetic Clear Case Designed Samsung Galaxy Z Fold 5 – Compatible with MagSafe Charger, Support Magnetic Car Mount Wireless Charging, Soft Press Buttons Scratch Resistant – ten tech ",275
Generic Mobile Holder JDR SD341 Adjustable Mobile Mounts for Motorcycles / Scooters ,780
"ten.tech Ten tech Magnetic Clear Case Designed Samsung Galaxy S23 Plus– Compatible with MagSafe Charger, Support Magnetic Car Mount Wireless Charging, Soft Press Buttons Scratch Resistant – ten tech ",139
Generic Mobile Phone Holder Desk Stand White ,110
"ten.tech Ten tech Magnetic Clear Case Designed Samsung Galaxy Z Flip 5 – Compatible with MagSafe Charger, Support Magnetic Car Mount Wireless Charging, Soft Press Buttons Scratch Resistant – ten tech ",249.95
JOYROOM Adjustable Telescopic Desktop Mobile Phone and Tablet Stand Black ,650
"Generic A mobile holder with a long flexible rotatable arm that attaches to the edge of the desk and the table top is very practical suitable for most phones-red color - from Rana store, acrylic ",119
Generic Flexible Mobile Phone Mount Holder/Stand with Clip for All Phones with 360 rotation ,300
Generic Universal Foldable Desk Adjustable Mobile Phone Stand - Blue ,59
Generic Silicone Thumb OK Design Stand Holder For Mobile Phones and Tablets - Black ,410.80
"ten.tech Transparent magnetic protection case compatible with MagSafe for iPhone X / XS mobile phone, anti-shocks and scratches (white) Silicone back cover by Ten Tech ",175
"ten.tech Transparent magnetic protection case compatible with MagSafe for Samsung S22 Ultra mobile phone, anti-shocks and scratches (white) Silicone back cover by Ten Tech ",184.95
Generic Compatible With Mobile Phones Accessory Type Smart Phone Gaming Controller ,64
"Generic XINGDIAN Multifunctional Car Model Mobile Phone Holder 135x68x45(mm) multicolor - Black,White,Silver,Red (Red) ",375
"ten.tech Transparent magnetic protection case compatible with MagSafe for iPhone 15 mobile phone, anti-shocks and scratches (black) Silicone back cover by Ten Tech ",189.95
Generic Compatible With Mobile Phones Accessory Type Smart Phone Gaming Controller ,50
"ten.tech Transparent magnetic protection case compatible with MagSafe for iPhone X / XS mobile phone, anti-shocks and scratches (blue) Silicone back cover by Ten Tech ",169
Generic Wireless Charger Mobile Holder For Car 15W Fast Charging Compatible All Mobile Phones Charge Wireless Black ,422
"ten.tech Transparent magnetic protection case compatible with MagSafe for iPhone 12 Pro Max English mobile phone, anti-shocks and scratches (black) Silicone back cover by Ten Tech ",165
"ten.tech Transparent Magnetic Protection Cover Compatible with MagSafe for iPhone 11 Pro Max Mobile Phone, Anti-Shock and Anti-Scratches, and Camera Lens Protector (Deep purple) by Tin Tech ",210
Generic Tmph001 Aluminum Alloy Cell Phone Holder Universal Desk Desktop Stand For Mobile Phones And Tablets Black ,250
"Generic Mobile Stand - Small & Portable Cell Phone Holder For Desk, Foldable, Pocket Size -Pink ",75
"ten.tech Transparent magnetic protection case compatible with MagSafe for iPhone 13 Pro Max English mobile phone, anti-shocks and scratches (Navy Blue) Silicone back cover by Ten Tech ",169.95
"ten.tech Transparent magnetic protection case compatible with MagSafe for iPhone 15 mobile phone, anti-shocks and scratches (Purple) Silicone back cover by Ten Tech ",194.95
"ten.tech Transparent Magnetic Protection Cover Compatible with MagSafe for iPhone 11 Mobile Phone, Anti-Shock and Anti-Scratches, and Camera Lens Protector (golden) by Tin Tech ",219.95
ten.tech Transparent mobile phone protection cover Samsung M54 5G made of heat-resistant polyurethane and anti-scratches from TenTech - transparent ,75
"ten.tech Transparent Magnetic Protection Cover Compatible with MagSafe for iPhone 15 Pro Mobile Phone, Anti-Shock and Anti-Scratches, and Camera Lens Protector (Rose gold) by Tin Tech ",260
"ten.tech Transparent magnetic protection case compatible with MagSafe for iPhone 15 Pro mobile phone, anti-shocks and scratches (Wine Red) Silicone back cover by Ten Tech ",194.95
"ten.tech Transparent magnetic protection case compatible with MagSafe for iPhone 12 / 12 Pro mobile phone, anti-shocks and scratches (navy blue) Silicone back cover by Ten Tech ",174.95
"ten.tech Transparent magnetic protection case compatible with MagSafe for iPhone 13 Pro Max English mobile phone, anti-shocks and scratches (white) Silicone back cover by Ten Tech ",175
